BasedOn.Code,CanRamp,ConfigureDuringSale,Description,DisplayUrl,Family,IsActive,IsAssetizable,IsSoldOnlyWithOtherProds,Name,ProductCode,QuantityUnitOfMeasure,SpecificationType,StockKeepingUnit,Type,UnitOfMeasure.UnitCode
MainAlternator,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Alt-60Hz,3Ph,Wye,12.47kV,80C-DCC,40C Amb",FESBA_BB23-2,#N/A,#N/A,FESBA_BB23-2,#N/A,#N/A
MainAlternator,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Alt-60Hz,3Ph,Wye,13.2kV,80C-DCC,40C Amb",FESBA_BB26-2,#N/A,#N/A,FESBA_BB26-2,#N/A,#N/A
MainAlternator,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Alt-60Hz,3Ph,Wye,13.8kV,80C-DCC,40C Amb",FESBA_BB29-2,#N/A,#N/A,FESBA_BB29-2,#N/A,#N/A
MainAlternator,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Alt-60Hz,3Ph,Wye,440V,80C-DCC,40C Amb",FESBA_BC03-2,#N/A,#N/A,FESBA_BC03-2,#N/A,#N/A
MainAlternator,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Alt-60Hz,3Ph,Wye,380V,80C-DCC,40C Amb",FESBA_BC04-2,#N/A,#N/A,FESBA_BC04-2,#N/A,#N/A
MainAlternator,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Alt-60Hz,3Ph,Wye,416V,80C-DCC,40C Amb",FESBA_BC05-2,#N/A,#N/A,FESBA_BC05-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Separator-Fuel/Water,FESBA_C127-2,#N/A,#N/A,FESBA_C127-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Fuel Filters-Engine, Duplex",FESBA_C278-2,#N/A,#N/A,FESBA_C278-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Heavy Duty Air Cleaner,FESBA_D036-2,#N/A,#N/A,FESBA_D036-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Normal Duty Air Cleaner,FESBA_D041-2,#N/A,#N/A,FESBA_D041-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,None Supplied (Remote Cooling),FESBA_E043-2,#N/A,#N/A,FESBA_E043-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,(Remote Cooling) Flanged Connectors ASA,FESBA_E080-2,#N/A,#N/A,FESBA_E080-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Engine Cooling-High Ambient Air Temperature,FESBA_E125-2,#N/A,#N/A,FESBA_E125-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Engine Cooling-Enhanced High Ambient Air Temperature,FESBA_E126-2,#N/A,#N/A,FESBA_E126-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Eng Cooling-High Ambient Air Temp, Ship Loose",FESBA_E128-2,#N/A,#N/A,FESBA_E128-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Terminal Hsg-Alternator Mounted,BotEntr,LV,NEMA 2-HoleConn",FESBA_F258-2,#N/A,#N/A,FESBA_F258-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Terminal Hsg-Alternator Mounted,TopEntr,LV,NEMA 2-HoleConn",FESBA_F259-2,#N/A,#N/A,FESBA_F259-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Oil Pan-High Capacity,FESBA_H110-2,#N/A,#N/A,FESBA_H110-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Gauge-Exhaust Gas Temperature,FESBA_H244-2,#N/A,#N/A,FESBA_H244-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Shutdown-Low Coolant Level,FESBA_H389-2,#N/A,#N/A,FESBA_H389-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Warning-Low Coolant Level,FESBA_H527-2,#N/A,#N/A,FESBA_H527-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Coolant Heater-208/240/480V, 40F Minimum Ambient Temp",FESBA_H556-2,#N/A,#N/A,FESBA_H556-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Coolant Heater-208/240/480V, Below 40F Ambient Temp",FESBA_H557-2,#N/A,#N/A,FESBA_H557-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Meters-AC Output,Analog",FESBA_H606-2,#N/A,#N/A,FESBA_H606-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Filters-Eng Oil,Full Flow/Bypass",FESBA_H607-2,#N/A,#N/A,FESBA_H607-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Indication-Ground Fault,3-PoleXfrSw",FESBA_H666-2,#N/A,#N/A,FESBA_H666-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Display - Control LCD,FESBA_H678-2,#N/A,#N/A,FESBA_H678-2,#N/A,#N/A
Control PC,false,Allowed,#N/A,#N/A,Hardware,true,true,false,PowerCommand 3.3,FESBA_H704-2,#N/A,#N/A,FESBA_H704-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,AmpSentryTM Protective Relay,FESBA_H720-2,#N/A,#N/A,FESBA_H720-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Indication-Ground Fault, Terminal Box (or) Circuit Breaker Box - Left",FESBA_H723-2,#N/A,#N/A,FESBA_H723-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Indication-Ground Fault, Terminal Box (or) Circuit Breaker Box - Right",FESBA_H724-2,#N/A,#N/A,FESBA_H724-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Oil Sampling Valve,FESBA_H734-2,#N/A,#N/A,FESBA_H734-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Display, Running Time",FESBA_K020-2,#N/A,#N/A,FESBA_K020-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Differential CT's P80,FESBA_K993-2,#N/A,#N/A,FESBA_K993-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Alarm-Audible, Engine Shutdown",FESBA_KA08-2,#N/A,#N/A,FESBA_KA08-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Top Entry, Right",FESBA_KB70-2,#N/A,#N/A,FESBA_KB70-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Top Entry, Left",FESBA_KB71-2,#N/A,#N/A,FESBA_KB71-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Bottom Entry, Right",FESBA_KB72-2,#N/A,#N/A,FESBA_KB72-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Bottom Entry, Left",FESBA_KB73-2,#N/A,#N/A,FESBA_KB73-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Terminal Box-Low Voltage,Right",FESBA_KC52-2,#N/A,#N/A,FESBA_KC52-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Terminal Box-Low Voltage,Left",FESBA_KC53-2,#N/A,#N/A,FESBA_KC53-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Circuit Breaker or Entrance Box-None,FESBA_KP78-2,#N/A,#N/A,FESBA_KP78-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"CB-2500A,Right,3P,UL 600,IEC 415,UL Serv Ent,100%",FESBA_KP82-2,#N/A,#N/A,FESBA_KP82-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"CB-2500A,Left,3P,UL 600,IEC 415,UL Serv Ent,100%",FESBA_KP83-2,#N/A,#N/A,FESBA_KP83-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"CB-2000A,Right,3P,UL 600,IEC 415,UL Serv Ent,100%",FESBA_KP84-2,#N/A,#N/A,FESBA_KP84-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"CB-2000A,Left,3P,UL 600,IEC 415,UL Serv Ent,100%",FESBA_KP85-2,#N/A,#N/A,FESBA_KP85-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"CB-1600A,Right,3P,UL 600,IEC 415,UL Serv Ent,100%",FESBA_KP86-2,#N/A,#N/A,FESBA_KP86-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"CB-1600A,Left,3P,UL 600,IEC 415,UL Serv Ent,100%",FESBA_KP87-2,#N/A,#N/A,FESBA_KP87-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"CB-1200A,Right,3P,UL 600,IEC 415,UL Serv Ent,100%",FESBA_KP88-2,#N/A,#N/A,FESBA_KP88-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"CB-1200A,Left,3P,UL 600,IEC 415,UL Serv Ent,100%",FESBA_KP89-2,#N/A,#N/A,FESBA_KP89-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"CB-800A,Right,3P,UL 600,IEC 415,UL Serv Ent,100%",FESBA_KP90-2,#N/A,#N/A,FESBA_KP90-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"CB-800A,Left,3P,UL 600,IEC 415,UL Serv Ent,100%",FESBA_KP91-2,#N/A,#N/A,FESBA_KP91-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"CB-600A,Right,3P,UL 600,IEC 690,UL Serv Ent,100%",FESBA_KP92-2,#N/A,#N/A,FESBA_KP92-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"CB-600A,Left,3P,UL 600,IEC 690,UL Serv Ent,100%",FESBA_KP93-2,#N/A,#N/A,FESBA_KP93-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Entrance Box-Right,FESBA_KP94-2,#N/A,#N/A,FESBA_KP94-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Ckt Brkr Access-Right Side,FESBA_KP98-2,#N/A,#N/A,FESBA_KP98-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Ckt Brkr Access-Left Side,FESBA_KP99-2,#N/A,#N/A,FESBA_KP99-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Ckt Brkr Lugs-Mechanical, Left Side",FESBA_KR01-2,#N/A,#N/A,FESBA_KR01-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Ckt Brkr Lugs-Mechanical, Right Side",FESBA_KR02-2,#N/A,#N/A,FESBA_KR02-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Differential CT's P7,FESBA_KR08-2,#N/A,#N/A,FESBA_KR08-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Output Terminals-2-Hole Lug, NEMA",FESBA_KR78-2,#N/A,#N/A,FESBA_KR78-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Signals - Auxiliary, 8 Inputs/8 Outputs",FESBA_KS53-2,#N/A,#N/A,FESBA_KS53-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Terminal Housing-Bottom Entrance,Medium/High Volts",FESBA_KS57-2,#N/A,#N/A,FESBA_KS57-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Terminal Housing-Top Entrance,Medium/High Volts",FESBA_KS58-2,#N/A,#N/A,FESBA_KS58-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"CB-3000A,Right,3P,UL 600,IEC 690,UL Serv Ent,100%",FESBA_KU62-2,#N/A,#N/A,FESBA_KU62-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"CB-3000A,Left,3P,UL 600,IEC 690,UL Serv Ent,100%",FESBA_KU68-2,#N/A,#N/A,FESBA_KU68-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Entrance Box-Low Voltage,Right",FESBA_KU70-2,#N/A,#N/A,FESBA_KU70-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Entrance Box-Low Voltage,Left",FESBA_KU71-2,#N/A,#N/A,FESBA_KU71-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Bottom Entry Chute, Left",FESBA_KU83-2,#N/A,#N/A,FESBA_KU83-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Bottom Entry Chute, Right",FESBA_KU84-2,#N/A,#N/A,FESBA_KU84-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Housing Arrangement - Left Entry,FESBA_KU93-2,#N/A,#N/A,FESBA_KU93-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Housing Arrangement - Right Entry,FESBA_KU94-2,#N/A,#N/A,FESBA_KU94-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Housing Arrangement - Left & Right Entry,FESBA_KU95-2,#N/A,#N/A,FESBA_KU95-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Ground Fault Indication Relay - None,FESBA_KU99-2,#N/A,#N/A,FESBA_KU99-2,#N/A,#N/A
Control PC,false,Allowed,#N/A,#N/A,Hardware,true,true,false,PowerCommand 3.3 with MLD,FESBA_KX21-2,#N/A,#N/A,FESBA_KX21-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,RELAYS-USER CONFIGURED,FESBA_KX24-2,#N/A,#N/A,FESBA_KX24-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"Signals - Auxiliary 2, 8 Inputs/8 Outputs",FESBA_KY01-2,#N/A,#N/A,FESBA_KY01-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,Test Record-Strip Chart,FESBA_L010-2,#N/A,#N/A,FESBA_L010-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,"Test-Extended, Prime Load, 1Hr",FESBA_L011-2,#N/A,#N/A,FESBA_L011-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,"Test-Extnd, Prime Ld,2Hr",FESBA_L012-2,#N/A,#N/A,FESBA_L012-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,"Test-Extnd, Prime Ld,4Hr",FESBA_L013-2,#N/A,#N/A,FESBA_L013-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,"Test-Extended, Prime Load, 8Hr",FESBA_L014-2,#N/A,#N/A,FESBA_L014-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,"Test-Extended, Standby Load, 1",FESBA_L015-2,#N/A,#N/A,FESBA_L015-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,"Test-Extended, Standby Load, 2",FESBA_L016-2,#N/A,#N/A,FESBA_L016-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,"Test-Extended, Standby Load, 4",FESBA_L017-2,#N/A,#N/A,FESBA_L017-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,"Test-Extnd,Stndby Ld,8Hr",FESBA_L018-2,#N/A,#N/A,FESBA_L018-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,"Test-Varied Load,1 Hour,2 Step",FESBA_L019-2,#N/A,#N/A,FESBA_L019-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,"Test-Varied Load,2Hr,2 Step",FESBA_L020-2,#N/A,#N/A,FESBA_L020-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,"Test-Varied Load, 4Hr, 2Step",FESBA_L021-2,#N/A,#N/A,FESBA_L021-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,"Test-Varied Ld,6Hr,3 Step",FESBA_L022-2,#N/A,#N/A,FESBA_L022-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,Test Record-Safety Shutdowns,FESBA_L023-2,#N/A,#N/A,FESBA_L023-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,Test Record-Exhaust Temp,FESBA_L024-2,#N/A,#N/A,FESBA_L024-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,Test Record-Amb Temp/Pres,FESBA_L025-2,#N/A,#N/A,FESBA_L025-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,Test Record-Certified,FESBA_L026-2,#N/A,#N/A,FESBA_L026-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,Test - Witness,FESBA_L027-2,#N/A,#N/A,FESBA_L027-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,Genset Warranty Base,FESBA_L028-2,#N/A,#N/A,FESBA_L028-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,Test-Independent Laboratory,FESBA_L038-2,#N/A,#N/A,FESBA_L038-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Literature-English,FESBA_L050-2,#N/A,#N/A,FESBA_L050-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Literature-Spanish,FESBA_L051-2,#N/A,#N/A,FESBA_L051-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Literature-French,FESBA_L052-2,#N/A,#N/A,FESBA_L052-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Literature-Chinese,FESBA_L057-2,#N/A,#N/A,FESBA_L057-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Literature-German,FESBA_L068-2,#N/A,#N/A,FESBA_L068-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Literature-Italian,FESBA_L069-2,#N/A,#N/A,FESBA_L069-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Literature-Swedish,FESBA_L070-2,#N/A,#N/A,FESBA_L070-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Literature-Portuguese,FESBA_L071-2,#N/A,#N/A,FESBA_L071-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Literature-Dutch,FESBA_L072-2,#N/A,#N/A,FESBA_L072-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Literature-Russian,FESBA_L073-2,#N/A,#N/A,FESBA_L073-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Literature-Greek,FESBA_L074-2,#N/A,#N/A,FESBA_L074-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Literature-Finnish,FESBA_L114-2,#N/A,#N/A,FESBA_L114-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Literature-Danish,FESBA_L115-2,#N/A,#N/A,FESBA_L115-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Literature-Norwegian,FESBA_L136-2,#N/A,#N/A,FESBA_L136-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,ST 3YR 1500HR PARTS,FESBA_L182-2,#N/A,#N/A,FESBA_L182-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,ST 5YR 2500HR PARTS,FESBA_L183-2,#N/A,#N/A,FESBA_L183-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,ST 10YR 5000HR PARTS,FESBA_L184-2,#N/A,#N/A,FESBA_L184-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,ST 3YR 1500HR Parts + Labor,FESBA_L185-2,#N/A,#N/A,FESBA_L185-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,ST 5YR 2500HR Parts + Labor,FESBA_L186-2,#N/A,#N/A,FESBA_L186-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,ST 10YR 5000HR Parts + Labor,FESBA_L187-2,#N/A,#N/A,FESBA_L187-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,ST 3YR 1500HR Parts + Labor + Travel,FESBA_L188-2,#N/A,#N/A,FESBA_L188-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,ST 5YR 2500HR Parts + Labor + Travel,FESBA_L189-2,#N/A,#N/A,FESBA_L189-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,ST 10YR 5000HR Parts + Labor + Travel,FESBA_L190-2,#N/A,#N/A,FESBA_L190-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,PR 2YR 4000HR P + L + T,FESBA_L191-2,#N/A,#N/A,FESBA_L191-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,PR 3YR 6000HR P + L + T,FESBA_L192-2,#N/A,#N/A,FESBA_L192-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Literature-Brazilian Portuguese,FESBA_L245-2,#N/A,#N/A,FESBA_L245-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,DCC 3YR UNLIMITED HR PARTS,FESBA_L250-2,#N/A,#N/A,FESBA_L250-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,DCC 5YR UNLIMITED HR PARTS,FESBA_L251-2,#N/A,#N/A,FESBA_L251-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,DCC 10YR UNLIMITED HR PARTS,FESBA_L252-2,#N/A,#N/A,FESBA_L252-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,DCC 3YR UNLIMITED HR P + L,FESBA_L253-2,#N/A,#N/A,FESBA_L253-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,DCC 5YR UNLIMITED HR P + L,FESBA_L254-2,#N/A,#N/A,FESBA_L254-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,DCC 10YR UNLIMITED HR P + L,FESBA_L255-2,#N/A,#N/A,FESBA_L255-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,DCC 3YR UNLIMITED HR P + L + T,FESBA_L256-2,#N/A,#N/A,FESBA_L256-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,DCC 5YR UNLIMITED HR P + L + T,FESBA_L257-2,#N/A,#N/A,FESBA_L257-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Service,true,true,false,DCC 10YR UNLIMITED HR P + L + T,FESBA_L258-2,#N/A,#N/A,FESBA_L258-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,No Enclosure,FESBA_NOENC,#N/A,#N/A,FESBA_NOENC,#N/A,#N/A
Voltage PC,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"277/480,3 Phase,Wye,4 Wire",FESBA_R002-2,#N/A,#N/A,FESBA_R002-2,#N/A,#N/A
Voltage PC,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"240/416,3 Phase,Wye,4 Wire",FESBA_R003-2,#N/A,#N/A,FESBA_R003-2,#N/A,#N/A
Voltage PC,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"255/440,3 Phase,Wye,4 Wire",FESBA_R023-2,#N/A,#N/A,FESBA_R023-2,#N/A,#N/A
Voltage PC,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"220/380,3 Phase,Wye,4 Wire",FESBA_R099-2,#N/A,#N/A,FESBA_R099-2,#N/A,#N/A
Voltage PC,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"2400/4160,3 Phase,Wye,4Wire",FESBA_R107-2,#N/A,#N/A,FESBA_R107-2,#N/A,#N/A
Voltage PC,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"347/600,3 Phase,Wye,4 Wire",FESBA_R114-2,#N/A,#N/A,FESBA_R114-2,#N/A,#N/A
Voltage PC,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"7976/13800,3 Ph,Wye,4 Wire",FESBA_R130-2,#N/A,#N/A,FESBA_R130-2,#N/A,#N/A
Voltage PC,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"7621/13200,3 Ph,Wye,4 Wire",FESBA_R132-2,#N/A,#N/A,FESBA_R132-2,#N/A,#N/A
Voltage PC,false,#N/A,#N/A,#N/A,Hardware,true,true,false,"7200/12470,3 Ph,Wye,4 Wire",FESBA_R144-2,#N/A,#N/A,FESBA_R144-2,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Level 1 Sound Attenuated Enclosure,FESBA_S1ENC,#N/A,#N/A,FESBA_S1ENC,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Level 2 Sound Attenuated Enclosure,FESBA_S2ENC,#N/A,#N/A,FESBA_S2ENC,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Level 3 Sound Attenuated Enclosure,FESBA_S3ENC,#N/A,#N/A,FESBA_S3ENC,#N/A,#N/A
#N/A,false,#N/A,#N/A,#N/A,Hardware,true,true,false,Weather Protected Enclosure,FESBA_WHENC,#N/A,#N/A,FESBA_WHENC,#N/A,#N/A
Generator Set PC,false,Allowed,"The  FESBA  Series generator set performs at the highest level, featuring a robust design and optimal fuel consumption. A perfect solution for mission-critical applications.",/resource/1736281665000/generators/3000kw.png,Hardware,true,true,false,FESBA Generator Set,FESBA-FRD,#N/A,#N/A,FESBA-FRD,Bundle,#N/A
