$$CostBook.Name$Product.StockKeepingUnit$CurrencyIsoCode,Cost,CostBook.Name,CurrencyIsoCode,Description,EffectiveFrom,EffectiveTo,Product.StockKeepingUnit
Standard Cost Book;QB-HD 4TB;CHF,250,Standard Cost Book,CHF,,2024-01-01T17:00:00.000+0000,,QB-HD 4TB
Standard Cost Book;QB-HD 4TB;JPY,50138,Standard Cost Book,JPY,,2024-01-01T17:00:00.000+0000,,QB-HD 4TB
Standard Cost Book;QB-HD 8TB;USD,248.14,Standard Cost Book,USD,,2024-01-01T17:00:00.000+0000,,QB-HD 8TB
Standard Cost Book;QB-HD 8TB;GBP,185.5,Standard Cost Book,GBP,,2024-01-01T17:00:00.000+0000,,QB-HD 8TB
Standard Cost Book;QB-HD 8TB;EUR,217.5,Standard Cost Book,EUR,,2024-01-01T17:00:00.000+0000,,QB-HD 8TB
Standard Cost Book;QB-HD 8TB;AUD,355,Standard Cost Book,AUD,,2024-01-01T17:00:00.000+0000,,QB-HD 8TB
Standard Cost Book;QB-HD 8TB;CAD,349.5,Standard Cost Book,CAD,,2024-01-01T17:00:00.000+0000,,QB-HD 8TB
Standard Cost Book;QB-HD 8TB;CHF,202,Standard Cost Book,CHF,,2024-01-01T17:00:00.000+0000,,QB-HD 8TB
Standard Cost Book;QB-HD 8TB;JPY,40468,Standard Cost Book,JPY,,2024-01-01T17:00:00.000+0000,,QB-HD 8TB
Standard Cost Book;QB-HD 8TBSE;USD,143.85,Standard Cost Book,USD,,2024-01-01T17:00:00.000+0000,,QB-HD 8TBSE
Standard Cost Book;QB-HD 8TBSE;GBP,107.5,Standard Cost Book,GBP,,2024-01-01T17:00:00.000+0000,,QB-HD 8TBSE
Standard Cost Book;QB-HD 8TBSE;EUR,126,Standard Cost Book,EUR,,2024-01-01T17:00:00.000+0000,,QB-HD 8TBSE
Standard Cost Book;QB-HD 8TBSE;AUD,205.5,Standard Cost Book,AUD,,2024-01-01T17:00:00.000+0000,,QB-HD 8TBSE
Standard Cost Book;QB-HD 8TBSE;CAD,202.5,Standard Cost Book,CAD,,2024-01-01T17:00:00.000+0000,,QB-HD 8TBSE
Standard Cost Book;QB-HD 8TBSE;CHF,117,Standard Cost Book,CHF,,2024-01-01T17:00:00.000+0000,,QB-HD 8TBSE
Standard Cost Book;QB-HD 8TBSE;JPY,23460,Standard Cost Book,JPY,,2024-01-01T17:00:00.000+0000,,QB-HD 8TBSE
Standard Cost Book;QB-INTEL E5-2609;USD,202.53,Standard Cost Book,USD,,2024-01-01T17:00:00.000+0000,,QB-INTEL E5-2609
Standard Cost Book;QB-INTEL E5-2609;GBP,151.5,Standard Cost Book,GBP,,2024-01-01T17:00:00.000+0000,,QB-INTEL E5-2609
Standard Cost Book;QB-INTEL E5-2609;EUR,177.5,Standard Cost Book,EUR,,2024-01-01T17:00:00.000+0000,,QB-INTEL E5-2609
Standard Cost Book;QB-INTEL E5-2609;AUD,289.5,Standard Cost Book,AUD,,2024-01-01T17:00:00.000+0000,,QB-INTEL E5-2609
Standard Cost Book;QB-INTEL E5-2609;CAD,285.5,Standard Cost Book,CAD,,2024-01-01T17:00:00.000+0000,,QB-INTEL E5-2609
Standard Cost Book;QB-INTEL E5-2609;CHF,165,Standard Cost Book,CHF,,2024-01-01T17:00:00.000+0000,,QB-INTEL E5-2609
Standard Cost Book;QB-INTEL E5-2609;JPY,33030,Standard Cost Book,JPY,,2024-01-01T17:00:00.000+0000,,QB-INTEL E5-2609
Standard Cost Book;QB-INTEL E5-2660;USD,733.04,Standard Cost Book,USD,,2024-01-01T17:00:00.000+0000,,QB-INTEL E5-2660
Standard Cost Book;QB-INTEL E5-2660;GBP,548,Standard Cost Book,GBP,,2024-01-01T17:00:00.000+0000,,QB-INTEL E5-2660
Standard Cost Book;QB-INTEL E5-2660;EUR,642.5,Standard Cost Book,EUR,,2024-01-01T17:00:00.000+0000,,QB-INTEL E5-2660
Standard Cost Book;QB-INTEL E5-2660;AUD,1048.5,Standard Cost Book,AUD,,2024-01-01T17:00:00.000+0000,,QB-INTEL E5-2660
Standard Cost Book;QB-INTEL E5-2660;CAD,1033,Standard Cost Book,CAD,,2024-01-01T17:00:00.000+0000,,QB-INTEL E5-2660
Standard Cost Book;QB-INTEL E5-2660;CHF,596.5,Standard Cost Book,CHF,,2024-01-01T17:00:00.000+0000,,QB-INTEL E5-2660
Standard Cost Book;QB-INTEL E5-2660;JPY,119549,Standard Cost Book,JPY,,2024-01-01T17:00:00.000+0000,,QB-INTEL E5-2660
Standard Cost Book;QB-INTEL E5-2667;USD,403.26,Standard Cost Book,USD,,2024-01-01T17:00:00.000+0000,,QB-INTEL E5-2667
Standard Cost Book;QB-INTEL E5-2667;GBP,301.5,Standard Cost Book,GBP,,2024-01-01T17:00:00.000+0000,,QB-INTEL E5-2667
Standard Cost Book;QB-INTEL E5-2667;EUR,353.5,Standard Cost Book,EUR,,2024-01-01T17:00:00.000+0000,,QB-INTEL E5-2667
Standard Cost Book;QB-INTEL E5-2667;AUD,576.5,Standard Cost Book,AUD,,2024-01-01T17:00:00.000+0000,,QB-INTEL E5-2667
Standard Cost Book;QB-INTEL E5-2667;CAD,568,Standard Cost Book,CAD,,2024-01-01T17:00:00.000+0000,,QB-INTEL E5-2667
Standard Cost Book;QB-INTEL E5-2667;CHF,328,Standard Cost Book,CHF,,2024-01-01T17:00:00.000+0000,,QB-INTEL E5-2667
Standard Cost Book;QB-INTEL E5-2667;JPY,65766,Standard Cost Book,JPY,,2024-01-01T17:00:00.000+0000,,QB-INTEL E5-2667
Standard Cost Book;QB-INTEL E5-2683;USD,584.2,Standard Cost Book,USD,,2024-01-01T17:00:00.000+0000,,QB-INTEL E5-2683
Standard Cost Book;QB-INTEL E5-2683;GBP,437,Standard Cost Book,GBP,,2024-01-01T17:00:00.000+0000,,QB-INTEL E5-2683
Standard Cost Book;QB-INTEL E5-2683;EUR,512,Standard Cost Book,EUR,,2024-01-01T17:00:00.000+0000,,QB-INTEL E5-2683
Standard Cost Book;QB-INTEL E5-2683;AUD,835.5,Standard Cost Book,AUD,,2024-01-01T17:00:00.000+0000,,QB-INTEL E5-2683
Standard Cost Book;QB-INTEL E5-2683;CAD,823,Standard Cost Book,CAD,,2024-01-01T17:00:00.000+0000,,QB-INTEL E5-2683
Standard Cost Book;QB-INTEL E5-2683;CHF,475.5,Standard Cost Book,CHF,,2024-01-01T17:00:00.000+0000,,QB-INTEL E5-2683
Standard Cost Book;QB-INTEL E5-2683;JPY,95275,Standard Cost Book,JPY,,2024-01-01T17:00:00.000+0000,,QB-INTEL E5-2683
Standard Cost Book;QB-INTEL-GOLD-5318N;USD,825.69,Standard Cost Book,USD,,2024-01-01T17:00:00.000+0000,,QB-INTEL-GOLD-5318N
Standard Cost Book;QB-INTEL-GOLD-5318N;GBP,617.5,Standard Cost Book,GBP,,2024-01-01T17:00:00.000+0000,,QB-INTEL-GOLD-5318N
Standard Cost Book;QB-INTEL-GOLD-5318N;EUR,723.5,Standard Cost Book,EUR,,2024-01-01T17:00:00.000+0000,,QB-INTEL-GOLD-5318N
Standard Cost Book;QB-INTEL-GOLD-5318N;AUD,1181,Standard Cost Book,AUD,,2024-01-01T17:00:00.000+0000,,QB-INTEL-GOLD-5318N
Standard Cost Book;QB-INTEL-GOLD-5318N;CAD,1163.5,Standard Cost Book,CAD,,2024-01-01T17:00:00.000+0000,,QB-INTEL-GOLD-5318N
Standard Cost Book;QB-INTEL-GOLD-5318N;CHF,672,Standard Cost Book,CHF,,2024-01-01T17:00:00.000+0000,,QB-INTEL-GOLD-5318N
Standard Cost Book;QB-INTEL-GOLD-5318N;JPY,134659,Standard Cost Book,JPY,,2024-01-01T17:00:00.000+0000,,QB-INTEL-GOLD-5318N
Standard Cost Book;QB-INTEL-GOLD-6330N;USD,853.54,Standard Cost Book,USD,,2024-01-01T17:00:00.000+0000,,QB-INTEL-GOLD-6330N
Standard Cost Book;QB-INTEL-GOLD-6330N;GBP,638,Standard Cost Book,GBP,,2024-01-01T17:00:00.000+0000,,QB-INTEL-GOLD-6330N
Standard Cost Book;QB-INTEL-GOLD-6330N;EUR,748,Standard Cost Book,EUR,,2024-01-01T17:00:00.000+0000,,QB-INTEL-GOLD-6330N
Standard Cost Book;QB-INTEL-GOLD-6330N;AUD,1220.5,Standard Cost Book,AUD,,2024-01-01T17:00:00.000+0000,,QB-INTEL-GOLD-6330N
Standard Cost Book;QB-INTEL-GOLD-6330N;CAD,1202.5,Standard Cost Book,CAD,,2024-01-01T17:00:00.000+0000,,QB-INTEL-GOLD-6330N
Standard Cost Book;QB-INTEL-GOLD-6330N;CHF,694.5,Standard Cost Book,CHF,,2024-01-01T17:00:00.000+0000,,QB-INTEL-GOLD-6330N
Standard Cost Book;QB-INTEL-GOLD-6330N;JPY,139201,Standard Cost Book,JPY,,2024-01-01T17:00:00.000+0000,,QB-INTEL-GOLD-6330N
Standard Cost Book;QB-INTEL-GOLD-6354;USD,353.83,Standard Cost Book,USD,,2024-01-01T17:00:00.000+0000,,QB-INTEL-GOLD-6354
Standard Cost Book;QB-INTEL-GOLD-6354;GBP,264.5,Standard Cost Book,GBP,,2024-01-01T17:00:00.000+0000,,QB-INTEL-GOLD-6354
Standard Cost Book;QB-INTEL-GOLD-6354;EUR,310,Standard Cost Book,EUR,,2024-01-01T17:00:00.000+0000,,QB-INTEL-GOLD-6354
Standard Cost Book;QB-INTEL-GOLD-6354;AUD,506,Standard Cost Book,AUD,,2024-01-01T17:00:00.000+0000,,QB-INTEL-GOLD-6354
Standard Cost Book;QB-INTEL-GOLD-6354;CAD,498.5,Standard Cost Book,CAD,,2024-01-01T17:00:00.000+0000,,QB-INTEL-GOLD-6354
Standard Cost Book;QB-INTEL-GOLD-6354;CHF,288,Standard Cost Book,CHF,,2024-01-01T17:00:00.000+0000,,QB-INTEL-GOLD-6354
Standard Cost Book;QB-INTEL-GOLD-6354;JPY,57705,Standard Cost Book,JPY,,2024-01-01T17:00:00.000+0000,,QB-INTEL-GOLD-6354
Standard Cost Book;QB-INTEL-PLAT-8352M;USD,281.24,Standard Cost Book,USD,,2024-01-01T17:00:00.000+0000,,QB-INTEL-PLAT-8352M
Standard Cost Book;QB-INTEL-PLAT-8352M;GBP,210.5,Standard Cost Book,GBP,,2024-01-01T17:00:00.000+0000,,QB-INTEL-PLAT-8352M
Standard Cost Book;QB-INTEL-PLAT-8352M;EUR,246.5,Standard Cost Book,EUR,,2024-01-01T17:00:00.000+0000,,QB-INTEL-PLAT-8352M
Standard Cost Book;QB-INTEL-PLAT-8352M;AUD,402,Standard Cost Book,AUD,,2024-01-01T17:00:00.000+0000,,QB-INTEL-PLAT-8352M
Standard Cost Book;QB-INTEL-PLAT-8352M;CAD,396.5,Standard Cost Book,CAD,,2024-01-01T17:00:00.000+0000,,QB-INTEL-PLAT-8352M
Standard Cost Book;QB-INTEL-PLAT-8352M;CHF,229,Standard Cost Book,CHF,,2024-01-01T17:00:00.000+0000,,QB-INTEL-PLAT-8352M
Standard Cost Book;QB-INTEL-PLAT-8352M;JPY,45866,Standard Cost Book,JPY,,2024-01-01T17:00:00.000+0000,,QB-INTEL-PLAT-8352M
Standard Cost Book;QB-INTEL-PLAT-8352Y;USD,1159.62,Standard Cost Book,USD,,2024-01-01T17:00:00.000+0000,,QB-INTEL-PLAT-8352Y
Standard Cost Book;QB-INTEL-PLAT-8352Y;GBP,867,Standard Cost Book,GBP,,2024-01-01T17:00:00.000+0000,,QB-INTEL-PLAT-8352Y
Standard Cost Book;QB-INTEL-PLAT-8352Y;EUR,1016,Standard Cost Book,EUR,,2024-01-01T17:00:00.000+0000,,QB-INTEL-PLAT-8352Y
Standard Cost Book;QB-INTEL-PLAT-8352Y;AUD,1658.5,Standard Cost Book,AUD,,2024-01-01T17:00:00.000+0000,,QB-INTEL-PLAT-8352Y
Standard Cost Book;QB-INTEL-PLAT-8352Y;CAD,1634,Standard Cost Book,CAD,,2024-01-01T17:00:00.000+0000,,QB-INTEL-PLAT-8352Y
Standard Cost Book;QB-INTEL-PLAT-8352Y;CHF,943.5,Standard Cost Book,CHF,,2024-01-01T17:00:00.000+0000,,QB-INTEL-PLAT-8352Y
Standard Cost Book;QB-INTEL-PLAT-8352Y;JPY,189119,Standard Cost Book,JPY,,2024-01-01T17:00:00.000+0000,,QB-INTEL-PLAT-8352Y
Standard Cost Book;QB-INTEL-PLAT-8360Y;USD,587.56,Standard Cost Book,USD,,2024-01-01T17:00:00.000+0000,,QB-INTEL-PLAT-8360Y
Standard Cost Book;QB-INTEL-PLAT-8360Y;GBP,439.5,Standard Cost Book,GBP,,2024-01-01T17:00:00.000+0000,,QB-INTEL-PLAT-8360Y
Standard Cost Book;QB-INTEL-PLAT-8360Y;EUR,515,Standard Cost Book,EUR,,2024-01-01T17:00:00.000+0000,,QB-INTEL-PLAT-8360Y
Standard Cost Book;QB-INTEL-PLAT-8360Y;AUD,840.5,Standard Cost Book,AUD,,2024-01-01T17:00:00.000+0000,,QB-INTEL-PLAT-8360Y
Standard Cost Book;QB-INTEL-PLAT-8360Y;CAD,828,Standard Cost Book,CAD,,2024-01-01T17:00:00.000+0000,,QB-INTEL-PLAT-8360Y
Standard Cost Book;QB-INTEL-PLAT-8360Y;CHF,478,Standard Cost Book,CHF,,2024-01-01T17:00:00.000+0000,,QB-INTEL-PLAT-8360Y
Standard Cost Book;QB-INTEL-PLAT-8360Y;JPY,95823,Standard Cost Book,JPY,,2024-01-01T17:00:00.000+0000,,QB-INTEL-PLAT-8360Y
Standard Cost Book;QB-INTEL-PLAT-8368;USD,368.58,Standard Cost Book,USD,,2024-01-01T17:00:00.000+0000,,QB-INTEL-PLAT-8368
Standard Cost Book;QB-INTEL-PLAT-8368;GBP,275.5,Standard Cost Book,GBP,,2024-01-01T17:00:00.000+0000,,QB-INTEL-PLAT-8368
Standard Cost Book;QB-INTEL-PLAT-8368;EUR,323,Standard Cost Book,EUR,,2024-01-01T17:00:00.000+0000,,QB-INTEL-PLAT-8368
Standard Cost Book;QB-INTEL-PLAT-8368;AUD,527,Standard Cost Book,AUD,,2024-01-01T17:00:00.000+0000,,QB-INTEL-PLAT-8368
Standard Cost Book;QB-INTEL-PLAT-8368;CAD,519.5,Standard Cost Book,CAD,,2024-01-01T17:00:00.000+0000,,QB-INTEL-PLAT-8368
Standard Cost Book;QB-INTEL-PLAT-8368;CHF,300,Standard Cost Book,CHF,,2024-01-01T17:00:00.000+0000,,QB-INTEL-PLAT-8368
Standard Cost Book;QB-INTEL-PLAT-8368;JPY,60110,Standard Cost Book,JPY,,2024-01-01T17:00:00.000+0000,,QB-INTEL-PLAT-8368
Standard Cost Book;QB-LIC-CLOUD;USD,133.62,Standard Cost Book,USD,,2024-01-01T17:00:00.000+0000,,QB-LIC-CLOUD
Standard Cost Book;QB-LIC-CLOUD;GBP,100,Standard Cost Book,GBP,,2024-01-01T17:00:00.000+0000,,QB-LIC-CLOUD
Standard Cost Book;QB-LIC-CLOUD;EUR,117,Standard Cost Book,EUR,,2024-01-01T17:00:00.000+0000,,QB-LIC-CLOUD
Standard Cost Book;QB-LIC-CLOUD;AUD,191,Standard Cost Book,AUD,,2024-01-01T17:00:00.000+0000,,QB-LIC-CLOUD
Standard Cost Book;QB-LIC-CLOUD;CAD,188.5,Standard Cost Book,CAD,,2024-01-01T17:00:00.000+0000,,QB-LIC-CLOUD
Standard Cost Book;QB-LIC-CLOUD;CHF,108.5,Standard Cost Book,CHF,,2024-01-01T17:00:00.000+0000,,QB-LIC-CLOUD
Standard Cost Book;QB-LIC-CLOUD;JPY,21792,Standard Cost Book,JPY,,2024-01-01T17:00:00.000+0000,,QB-LIC-CLOUD
Standard Cost Book;QB-LIQUIDCOOL;USD,97.51,Standard Cost Book,USD,,2024-01-01T17:00:00.000+0000,,QB-LIQUIDCOOL
Standard Cost Book;QB-LIQUIDCOOL;GBP,73,Standard Cost Book,GBP,,2024-01-01T17:00:00.000+0000,,QB-LIQUIDCOOL
Standard Cost Book;QB-LIQUIDCOOL;EUR,85.5,Standard Cost Book,EUR,,2024-01-01T17:00:00.000+0000,,QB-LIQUIDCOOL
Standard Cost Book;QB-LIQUIDCOOL;AUD,139.5,Standard Cost Book,AUD,,2024-01-01T17:00:00.000+0000,,QB-LIQUIDCOOL
Standard Cost Book;QB-LIQUIDCOOL;CAD,137.5,Standard Cost Book,CAD,,2024-01-01T17:00:00.000+0000,,QB-LIQUIDCOOL
Standard Cost Book;QB-LIQUIDCOOL;CHF,79.5,Standard Cost Book,CHF,,2024-01-01T17:00:00.000+0000,,QB-LIQUIDCOOL
Standard Cost Book;QB-LIQUIDCOOL;JPY,15903,Standard Cost Book,JPY,,2024-01-01T17:00:00.000+0000,,QB-LIQUIDCOOL
Standard Cost Book;QB-MEM 128GB;USD,217.31,Standard Cost Book,USD,,2024-01-01T17:00:00.000+0000,,QB-MEM 128GB
Standard Cost Book;QB-MEM 128GB;GBP,162.5,Standard Cost Book,GBP,,2024-01-01T17:00:00.000+0000,,QB-MEM 128GB
Standard Cost Book;QB-MEM 128GB;EUR,190.5,Standard Cost Book,EUR,,2024-01-01T17:00:00.000+0000,,QB-MEM 128GB
Standard Cost Book;QB-MEM 128GB;AUD,311,Standard Cost Book,AUD,,2024-01-01T17:00:00.000+0000,,QB-MEM 128GB
Standard Cost Book;QB-MEM 128GB;CAD,306,Standard Cost Book,CAD,,2024-01-01T17:00:00.000+0000,,QB-MEM 128GB
Standard Cost Book;QB-MEM 128GB;CHF,177,Standard Cost Book,CHF,,2024-01-01T17:00:00.000+0000,,QB-MEM 128GB
Standard Cost Book;QB-MEM 128GB;JPY,35440,Standard Cost Book,JPY,,2024-01-01T17:00:00.000+0000,,QB-MEM 128GB
Standard Cost Book;QB-MEM 16GB;USD,67.49,Standard Cost Book,USD,,2024-01-01T17:00:00.000+0000,,QB-MEM 16GB
Standard Cost Book;QB-MEM 16GB;GBP,50.5,Standard Cost Book,GBP,,2024-01-01T17:00:00.000+0000,,QB-MEM 16GB
Standard Cost Book;QB-MEM 16GB;EUR,59,Standard Cost Book,EUR,,2024-01-01T17:00:00.000+0000,,QB-MEM 16GB
Standard Cost Book;QB-MEM 16GB;AUD,96.5,Standard Cost Book,AUD,,2024-01-01T17:00:00.000+0000,,QB-MEM 16GB
Standard Cost Book;QB-MEM 16GB;CAD,95,Standard Cost Book,CAD,,2024-01-01T17:00:00.000+0000,,QB-MEM 16GB
Standard Cost Book;QB-MEM 16GB;CHF,55,Standard Cost Book,CHF,,2024-01-01T17:00:00.000+0000,,QB-MEM 16GB
Standard Cost Book;QB-MEM 16GB;JPY,11007,Standard Cost Book,JPY,,2024-01-01T17:00:00.000+0000,,QB-MEM 16GB
Standard Cost Book;QB-MEM 32GB;USD,171.31,Standard Cost Book,USD,,2024-01-01T17:00:00.000+0000,,QB-MEM 32GB
Standard Cost Book;QB-MEM 32GB;GBP,128,Standard Cost Book,GBP,,2024-01-01T17:00:00.000+0000,,QB-MEM 32GB
Standard Cost Book;QB-MEM 32GB;EUR,150,Standard Cost Book,EUR,,2024-01-01T17:00:00.000+0000,,QB-MEM 32GB
Standard Cost Book;QB-MEM 32GB;AUD,245,Standard Cost Book,AUD,,2024-01-01T17:00:00.000+0000,,QB-MEM 32GB
Standard Cost Book;QB-MEM 32GB;CAD,241.5,Standard Cost Book,CAD,,2024-01-01T17:00:00.000+0000,,QB-MEM 32GB
Standard Cost Book;QB-MEM 32GB;CHF,139.5,Standard Cost Book,CHF,,2024-01-01T17:00:00.000+0000,,QB-MEM 32GB
Standard Cost Book;QB-MEM 32GB;JPY,27938,Standard Cost Book,JPY,,2024-01-01T17:00:00.000+0000,,QB-MEM 32GB
Standard Cost Book;QB-MEM 64GB;USD,143.86,Standard Cost Book,USD,,2024-01-01T17:00:00.000+0000,,QB-MEM 64GB
Standard Cost Book;QB-MEM 64GB;GBP,107.5,Standard Cost Book,GBP,,2024-01-01T17:00:00.000+0000,,QB-MEM 64GB
Standard Cost Book;QB-MEM 64GB;EUR,126,Standard Cost Book,EUR,,2024-01-01T17:00:00.000+0000,,QB-MEM 64GB
Standard Cost Book;QB-MEM 64GB;AUD,205.5,Standard Cost Book,AUD,,2024-01-01T17:00:00.000+0000,,QB-MEM 64GB
Standard Cost Book;QB-MEM 64GB;CAD,202.5,Standard Cost Book,CAD,,2024-01-01T17:00:00.000+0000,,QB-MEM 64GB
Standard Cost Book;QB-MEM 64GB;CHF,117,Standard Cost Book,CHF,,2024-01-01T17:00:00.000+0000,,QB-MEM 64GB
Standard Cost Book;QB-MEM 64GB;JPY,23462,Standard Cost Book,JPY,,2024-01-01T17:00:00.000+0000,,QB-MEM 64GB
Standard Cost Book;QB-MEM 8GB;USD,128.44,Standard Cost Book,USD,,2024-01-01T17:00:00.000+0000,,QB-MEM 8GB
Standard Cost Book;QB-MEM 8GB;GBP,96,Standard Cost Book,GBP,,2024-01-01T17:00:00.000+0000,,QB-MEM 8GB
Standard Cost Book;QB-MEM 8GB;EUR,112.5,Standard Cost Book,EUR,,2024-01-01T17:00:00.000+0000,,QB-MEM 8GB
Standard Cost Book;QB-MEM 8GB;AUD,183.5,Standard Cost Book,AUD,,2024-01-01T17:00:00.000+0000,,QB-MEM 8GB
Standard Cost Book;QB-MEM 8GB;CAD,181,Standard Cost Book,CAD,,2024-01-01T17:00:00.000+0000,,QB-MEM 8GB
Standard Cost Book;QB-MEM 8GB;CHF,104.5,Standard Cost Book,CHF,,2024-01-01T17:00:00.000+0000,,QB-MEM 8GB
Standard Cost Book;QB-MEM 8GB;JPY,20947,Standard Cost Book,JPY,,2024-01-01T17:00:00.000+0000,,QB-MEM 8GB
Standard Cost Book;QB-MSG-STRT;USD,526.56,Standard Cost Book,USD,,2024-01-01T17:00:00.000+0000,,QB-MSG-STRT
Standard Cost Book;QB-MSG-STRT;GBP,393.5,Standard Cost Book,GBP,,2024-01-01T17:00:00.000+0000,,QB-MSG-STRT
Standard Cost Book;QB-MSG-STRT;EUR,461.5,Standard Cost Book,EUR,,2024-01-01T17:00:00.000+0000,,QB-MSG-STRT
Standard Cost Book;QB-MSG-STRT;AUD,753,Standard Cost Book,AUD,,2024-01-01T17:00:00.000+0000,,QB-MSG-STRT
Standard Cost Book;QB-MSG-STRT;CAD,742,Standard Cost Book,CAD,,2024-01-01T17:00:00.000+0000,,QB-MSG-STRT
Standard Cost Book;QB-MSG-STRT;CHF,428.5,Standard Cost Book,CHF,,2024-01-01T17:00:00.000+0000,,QB-MSG-STRT
Standard Cost Book;QB-MSG-STRT;JPY,85875,Standard Cost Book,JPY,,2024-01-01T17:00:00.000+0000,,QB-MSG-STRT
Standard Cost Book;QB-MTY-CMT;USD,3198.77,Standard Cost Book,USD,,2024-01-01T17:00:00.000+0000,,QB-MTY-CMT
Standard Cost Book;QB-MTY-CMT;GBP,2392,Standard Cost Book,GBP,,2024-01-01T17:00:00.000+0000,,QB-MTY-CMT
Standard Cost Book;QB-MTY-CMT;EUR,2803.5,Standard Cost Book,EUR,,2024-01-01T17:00:00.000+0000,,QB-MTY-CMT
Standard Cost Book;QB-MTY-CMT;AUD,4574.5,Standard Cost Book,AUD,,2024-01-01T17:00:00.000+0000,,QB-MTY-CMT
Standard Cost Book;QB-MTY-CMT;CAD,4507,Standard Cost Book,CAD,,2024-01-01T17:00:00.000+0000,,QB-MTY-CMT
Standard Cost Book;QB-MTY-CMT;CHF,2603,Standard Cost Book,CHF,,2024-01-01T17:00:00.000+0000,,QB-MTY-CMT
Standard Cost Book;QB-MTY-CMT;JPY,521677,Standard Cost Book,JPY,,2024-01-01T17:00:00.000+0000,,QB-MTY-CMT
Standard Cost Book;QB-NET X710;USD,489.26,Standard Cost Book,USD,,2024-01-01T17:00:00.000+0000,,QB-NET X710
Standard Cost Book;QB-NET X710;GBP,366,Standard Cost Book,GBP,,2024-01-01T17:00:00.000+0000,,QB-NET X710
Standard Cost Book;QB-NET X710;EUR,429,Standard Cost Book,EUR,,2024-01-01T17:00:00.000+0000,,QB-NET X710
Standard Cost Book;QB-NET X710;AUD,699.5,Standard Cost Book,AUD,,2024-01-01T17:00:00.000+0000,,QB-NET X710
Standard Cost Book;QB-NET X710;CAD,689.5,Standard Cost Book,CAD,,2024-01-01T17:00:00.000+0000,,QB-NET X710
Standard Cost Book;QB-NET X710;CHF,398,Standard Cost Book,CHF,,2024-01-01T17:00:00.000+0000,,QB-NET X710
Standard Cost Book;QB-NET X710;JPY,79792,Standard Cost Book,JPY,,2024-01-01T17:00:00.000+0000,,QB-NET X710
Standard Cost Book;QB-NET-100G-ULTRA;USD,255.59,Standard Cost Book,USD,,2024-01-01T17:00:00.000+0000,,QB-NET-100G-ULTRA
Standard Cost Book;QB-NET-100G-ULTRA;GBP,191,Standard Cost Book,GBP,,2024-01-01T17:00:00.000+0000,,QB-NET-100G-ULTRA
Standard Cost Book;QB-NET-100G-ULTRA;EUR,224,Standard Cost Book,EUR,,2024-01-01T17:00:00.000+0000,,QB-NET-100G-ULTRA
Standard Cost Book;QB-NET-100G-ULTRA;AUD,365.5,Standard Cost Book,AUD,,2024-01-01T17:00:00.000+0000,,QB-NET-100G-ULTRA
Standard Cost Book;QB-NET-100G-ULTRA;CAD,360,Standard Cost Book,CAD,,2024-01-01T17:00:00.000+0000,,QB-NET-100G-ULTRA
Standard Cost Book;QB-NET-100G-ULTRA;CHF,208,Standard Cost Book,CHF,,2024-01-01T17:00:00.000+0000,,QB-NET-100G-ULTRA
Standard Cost Book;QB-NET-100G-ULTRA;JPY,41683,Standard Cost Book,JPY,,2024-01-01T17:00:00.000+0000,,QB-NET-100G-ULTRA
Standard Cost Book;QB-NET-10G;USD,35.03,Standard Cost Book,USD,,2024-01-01T17:00:00.000+0000,,QB-NET-10G
Standard Cost Book;QB-NET-10G;GBP,26,Standard Cost Book,GBP,,2024-01-01T17:00:00.000+0000,,QB-NET-10G
Standard Cost Book;QB-NET-10G;EUR,30.5,Standard Cost Book,EUR,,2024-01-01T17:00:00.000+0000,,QB-NET-10G
Standard Cost Book;QB-NET-10G;AUD,50,Standard Cost Book,AUD,,2024-01-01T17:00:00.000+0000,,QB-NET-10G
Standard Cost Book;QB-NET-10G;CAD,49.5,Standard Cost Book,CAD,,2024-01-01T17:00:00.000+0000,,QB-NET-10G
Standard Cost Book;QB-NET-10G;CHF,28.5,Standard Cost Book,CHF,,2024-01-01T17:00:00.000+0000,,QB-NET-10G
Standard Cost Book;QB-NET-10G;JPY,5713,Standard Cost Book,JPY,,2024-01-01T17:00:00.000+0000,,QB-NET-10G
Standard Cost Book;QB-NET-25G;USD,154.66,Standard Cost Book,USD,,2024-01-01T17:00:00.000+0000,,QB-NET-25G
Standard Cost Book;QB-NET-25G;GBP,115.5,Standard Cost Book,GBP,,2024-01-01T17:00:00.000+0000,,QB-NET-25G
Standard Cost Book;QB-NET-25G;EUR,135.5,Standard Cost Book,EUR,,2024-01-01T17:00:00.000+0000,,QB-NET-25G
Standard Cost Book;QB-NET-25G;AUD,221,Standard Cost Book,AUD,,2024-01-01T17:00:00.000+0000,,QB-NET-25G
Standard Cost Book;QB-NET-25G;CAD,218,Standard Cost Book,CAD,,2024-01-01T17:00:00.000+0000,,QB-NET-25G
Standard Cost Book;QB-NET-25G;CHF,126,Standard Cost Book,CHF,,2024-01-01T17:00:00.000+0000,,QB-NET-25G
Standard Cost Book;QB-NET-25G;JPY,25223,Standard Cost Book,JPY,,2024-01-01T17:00:00.000+0000,,QB-NET-25G
Standard Cost Book;QB-NETSECURE-10G;USD,243.34,Standard Cost Book,USD,,2024-01-01T17:00:00.000+0000,,QB-NETSECURE-10G
