$$CostBook.Name$Product.StockKeepingUnit$CurrencyIsoCode,Cost,CostBook.Name,CurrencyIsoCode,Description,EffectiveFrom,EffectiveTo,Product.StockKeepingUnit
MFG Cost Books;FESBA_KP82-2;USD,244.2,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KP82-2
MFG Cost Books;FESBA_KU94-2;USD,490.6,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KU94-2
MFG Cost Books;FESBA_KU62-2;USD,348,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KU62-2
MFG Cost Books;FESBA_KU95-2;USD,459.8,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KU95-2
MFG Cost Books;FESBA_KB70-2;USD,160,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KB70-2
MFG Cost Books;FESBA_F258-2;USD,485,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_F258-2
MFG Cost Books;FESBA_KB72-2;USD,273.6,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KB72-2
MFG Cost Books;FESBA_F259-2;USD,92.3,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_F259-2
MFG Cost Books;FESBA_KU84-2;USD,355.6,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KU84-2
MFG Cost Books;FESBA_KS57-2;USD,392.5,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KS57-2
MFG Cost Books;FESBA_H666-2;USD,597.5,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_H666-2
MFG Cost Books;FESBA_H723-2;USD,476.1,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_H723-2
MFG Cost Books;FESBA_H724-2;USD,269.7,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_H724-2
MFG Cost Books;FESBA_KP99-2;USD,334.9,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KP99-2
MFG Cost Books;FESBA_KP98-2;USD,312.9,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KP98-2
MFG Cost Books;FESBA_KR01-2;USD,585,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KR01-2
MFG Cost Books;FESBA_KR02-2;USD,257.4,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KR02-2
MFG Cost Books;FESBA_KU99-2;USD,48.6,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KU99-2
MFG Cost Books;FESBA_H704-2;USD,512.5,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_H704-2
MFG Cost Books;FESBA_KX21-2;USD,654.9,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KX21-2
MFG Cost Books;FESBA_A460-2;USD,816,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_A460-2
MFG Cost Books;FESBA_H606-2;USD,179.3,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_H606-2
MFG Cost Books;FESBA_H678-2;USD,149.6,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_H678-2
MFG Cost Books;FESBA_H720-2;USD,684,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_H720-2
MFG Cost Books;FESBA_K020-2;USD,938.6,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_K020-2
MFG Cost Books;FESBA_KA08-2;USD,947.6,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KA08-2
MFG Cost Books;FESBA_KX24-2;USD,710.6,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KX24-2
MFG Cost Books;FESBA_KS53-2;USD,199.2,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KS53-2
MFG Cost Books;FESBA_KY01-2;USD,283.8,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_KY01-2
MFG Cost Books;FESBA_H244-2;USD,127.5,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_H244-2
MFG Cost Books;FESBA_5860;USD,418,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_5860
MFG Cost Books;FESBA_L026-2;USD,290.4,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L026-2
MFG Cost Books;FESBA_L027-2;USD,184.6,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L027-2
MFG Cost Books;FESBA_L011-2;USD,322.4,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L011-2
MFG Cost Books;FESBA_L012-2;USD,644,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L012-2
MFG Cost Books;FESBA_L013-2;USD,381.3,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L013-2
MFG Cost Books;FESBA_L014-2;USD,992.2,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L014-2
MFG Cost Books;FESBA_L015-2;USD,495,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L015-2
MFG Cost Books;FESBA_L010-2;USD,107.8,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L010-2
MFG Cost Books;FESBA_L023-2;USD,657.9,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L023-2
MFG Cost Books;FESBA_L025-2;USD,866.4,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L025-2
MFG Cost Books;FESBA_L190-2;USD,300.9,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L190-2
MFG Cost Books;FESBA_L024-2;USD,597,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L024-2
MFG Cost Books;FESBA_L028-2;USD,169.2,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L028-2
MFG Cost Books;FESBA_L182-2;USD,422.4,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L182-2
MFG Cost Books;FESBA_L183-2;USD,252,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L183-2
MFG Cost Books;FESBA_L184-2;USD,444.5,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L184-2
MFG Cost Books;FESBA_L185-2;USD,771.9,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L185-2
MFG Cost Books;FESBA_L186-2;USD,74.4,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L186-2
MFG Cost Books;FESBA_L187-2;USD,61.2,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L187-2
MFG Cost Books;FESBA_L188-2;USD,531.3,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L188-2
MFG Cost Books;FESBA_L189-2;USD,590.7,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L189-2
MFG Cost Books;FESBA_L050-2;USD,0,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L050-2
MFG Cost Books;FESBA_L114-2;USD,0,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L114-2
MFG Cost Books;FESBA_L191-2;USD,345.6,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L191-2
MFG Cost Books;FESBA_L052-2;USD,0,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L052-2
MFG Cost Books;FESBA_L192-2;USD,100.3,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L192-2
MFG Cost Books;FESBA_L068-2;USD,0,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L068-2
MFG Cost Books;FESBA_L250-2;USD,249.6,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L250-2
MFG Cost Books;FESBA_L074-2;USD,0,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L074-2
MFG Cost Books;FESBA_L251-2;USD,1060,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L251-2
MFG Cost Books;FESBA_L069-2;USD,0,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L069-2
MFG Cost Books;FESBA_L136-2;USD,0,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L136-2
MFG Cost Books;FESBA_L071-2;USD,0,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L071-2
MFG Cost Books;FESBA_L245-2;USD,0,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L245-2
MFG Cost Books;FESBA_L073-2;USD,0,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L073-2
MFG Cost Books;FESBA_L051-2;USD,0,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L051-2
MFG Cost Books;FESBA_L070-2;USD,0,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_L070-2
MFG Cost Books;FESBA_A358-2;USD,951.6,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA_A358-2
MFG Cost Books;0155-2341-10-FRD;USD,822.5,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,0155-2341-10-FRD
MFG Cost Books;0155-2342-10-FRD;USD,277.2,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,0155-2342-10-FRD
MFG Cost Books;FESBA-FRD;USD,16813,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,FESBA-FRD
MFG Cost Books;AMEL-FRD;USD,9005.62,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,AMEL-FRD
MFG Cost Books;GAMD-FRD;USD,2287.87,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,GAMD-FRD
MFG Cost Books;CUGR-FRD;USD,15509.53,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,CUGR-FRD
MFG Cost Books;BG-BRG-7001;USD,3.6,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,BG-BRG-7001
MFG Cost Books;BG-BRG-7002;USD,9.54,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,BG-BRG-7002
MFG Cost Books;BG-BRG-7003;USD,4.59,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,BG-BRG-7003
MFG Cost Books;BG-CHS-8001;USD,37.18,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,BG-CHS-8001
MFG Cost Books;BG-CHS-8002;USD,46.315,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,BG-CHS-8002
MFG Cost Books;BG-CPL-6001;USD,7.75,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,BG-CPL-6001
MFG Cost Books;BG-CPL-6002;USD,1.3,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,BG-CPL-6002
MFG Cost Books;BG-CPL-6003;USD,24,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,BG-CPL-6003
MFG Cost Books;BG-KIT-CPL95;USD,22.3,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,BG-KIT-CPL95
MFG Cost Books;BG-KIT-MTR1;USD,520,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,BG-KIT-MTR1
MFG Cost Books;BG-MTR-1201;USD,178.5,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,BG-MTR-1201
MFG Cost Books;BG-MTR-1202;USD,219.73,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,BG-MTR-1202
MFG Cost Books;BG-PNH-9001;USD,63.25,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,BG-PNH-9001
MFG Cost Books;BG-PNH-9002;USD,27.95,MFG Cost Books,USD,,2025-01-01T20:00:00.000+0000,,BG-PNH-9002
MFG Cost Books;PCSWG;USD,12000,MFG Cost Books,USD,,2020-01-01T20:00:00.000+0000,,PCSWG
MFG Cost Books;MVGBRK;USD,3450,MFG Cost Books,USD,,2020-01-01T20:00:00.000+0000,,MVGBRK
MFG Cost Books;LVGBRK;USD,3500,MFG Cost Books,USD,,2020-01-01T20:00:00.000+0000,,LVGBRK
MFG Cost Books;LBRK;USD,2700,MFG Cost Books,USD,,2020-01-01T20:00:00.000+0000,,LBRK
MFG Cost Books;FUCEL;USD,1750,MFG Cost Books,USD,,2020-01-01T20:00:00.000+0000,,FUCEL
MFG Cost Books;OPT-111;USD,300,MFG Cost Books,USD,,2020-01-01T20:00:00.000+0000,,OPT-111
MFG Cost Books;OPT-106;USD,790,MFG Cost Books,USD,,2020-01-01T20:00:00.000+0000,,OPT-106
MFG Cost Books;OPT-100;USD,215,MFG Cost Books,USD,,2020-01-01T20:00:00.000+0000,,OPT-100
MFG Cost Books;OPT-112;USD,525,MFG Cost Books,USD,,2020-01-01T20:00:00.000+0000,,OPT-112
MFG Cost Books;OPT-107;USD,945,MFG Cost Books,USD,,2020-01-01T20:00:00.000+0000,,OPT-107
MFG Cost Books;OPT-101;USD,350,MFG Cost Books,USD,,2020-01-01T20:00:00.000+0000,,OPT-101
MFG Cost Books;OPT-113;USD,190,MFG Cost Books,USD,,2020-01-01T20:00:00.000+0000,,OPT-113
MFG Cost Books;OPT-108;USD,1700,MFG Cost Books,USD,,2020-01-01T20:00:00.000+0000,,OPT-108
MFG Cost Books;OPT-102;USD,500,MFG Cost Books,USD,,2020-01-01T20:00:00.000+0000,,OPT-102
MFG Cost Books;OPT-109;USD,140,MFG Cost Books,USD,,2020-01-01T20:00:00.000+0000,,OPT-109
MFG Cost Books;OPT-103;USD,470,MFG Cost Books,USD,,2020-01-01T20:00:00.000+0000,,OPT-103
MFG Cost Books;OPT-110;USD,90,MFG Cost Books,USD,,2020-01-01T20:00:00.000+0000,,OPT-110
MFG Cost Books;OPT-104;USD,180,MFG Cost Books,USD,,2020-01-01T20:00:00.000+0000,,OPT-104
MFG Cost Books;OPT-105;USD,125,MFG Cost Books,USD,,2020-01-01T20:00:00.000+0000,,OPT-105
