$$Product.StockKeepingUnit$RateCard.Name$UsageResource.Code$RateUnitOfMeasure.UnitCode,DefaultUnitOfMeasure.Name,DefaultUnitOfMeasureClass.Name,EffectiveFrom,EffectiveTo,Product.StockKeepingUnit,ProductSellingModel.Name,Rate,RateCard.$$Name$Type,RateNegotiation,RateUnitOfMeasure.Name,RateUnitOfMeasure.UnitCode,RateUnitOfMeasureClass.Name,Status,UsageResource.Code,UsageResource.Name
QB-MTY-CMT;Tier Rate Card;UR-CPUTIME;USD,Minutes,Time,2023-01-01T20:00:00.000+0000,,QB-MTY-CMT,Term Annual,,Tier Rate Card;Tier,Negotiable,USD,USD,Currency,Draft,UR-CPUTIME,Compute Time
QB-MTY-CMT;Tier Rate Card;UR-DATASTORAGE;AUD,Terabyte,Data Volume,2023-01-01T20:00:00.000+0000,,QB-MTY-CMT,Term Annual,,Tier Rate Card;Tier,Negotiable,AUD,AUD,Currency,Draft,UR-DATASTORAGE,Data Storage
QB-MTY-CMT;Tier Rate Card;UR-DATASTORAGE;CAD,Terabyte,Data Volume,2023-01-01T20:00:00.000+0000,,QB-MTY-CMT,Term Annual,,Tier Rate Card;Tier,Negotiable,CAD,CAD,Currency,Draft,UR-DATASTORAGE,Data Storage
QB-MTY-CMT;Tier Rate Card;UR-DATASTORAGE;CHF,Terabyte,Data Volume,2023-01-01T20:00:00.000+0000,,QB-MTY-CMT,Term Annual,,Tier Rate Card;Tier,Negotiable,CHF,CHF,Currency,Draft,UR-DATASTORAGE,Data Storage
QB-MTY-CMT;Tier Rate Card;UR-DATASTORAGE;EUR,Terabyte,Data Volume,2023-01-01T20:00:00.000+0000,,QB-MTY-CMT,Term Annual,,Tier Rate Card;Tier,Negotiable,EUR,EUR,Currency,Draft,UR-DATASTORAGE,Data Storage
QB-MTY-CMT;Tier Rate Card;UR-DATASTORAGE;GBP,Terabyte,Data Volume,2023-01-01T20:00:00.000+0000,,QB-MTY-CMT,Term Annual,,Tier Rate Card;Tier,Negotiable,GBP,GBP,Currency,Draft,UR-DATASTORAGE,Data Storage
QB-MTY-CMT;Tier Rate Card;UR-DATASTORAGE;JPY,Terabyte,Data Volume,2023-01-01T20:00:00.000+0000,,QB-MTY-CMT,Term Annual,,Tier Rate Card;Tier,Negotiable,JPY,JPY,Currency,Draft,UR-DATASTORAGE,Data Storage
QB-MTY-CMT;Tier Rate Card;UR-DATASTORAGE;USD,Terabyte,Data Volume,2023-01-01T20:00:00.000+0000,,QB-MTY-CMT,Term Annual,,Tier Rate Card;Tier,Negotiable,USD,USD,Currency,Draft,UR-DATASTORAGE,Data Storage
QB-QTY-CMT;Tier Rate Card;UR-CPUTIME;AUD,Minutes,Time,2023-01-01T20:00:00.000+0000,,QB-QTY-CMT,Term Annual,,Tier Rate Card;Tier,Negotiable,AUD,AUD,Currency,Draft,UR-CPUTIME,Compute Time
QB-QTY-CMT;Tier Rate Card;UR-CPUTIME;CAD,Minutes,Time,2023-01-01T20:00:00.000+0000,,QB-QTY-CMT,Term Annual,,Tier Rate Card;Tier,Negotiable,CAD,CAD,Currency,Draft,UR-CPUTIME,Compute Time
QB-QTY-CMT;Tier Rate Card;UR-CPUTIME;CHF,Minutes,Time,2023-01-01T20:00:00.000+0000,,QB-QTY-CMT,Term Annual,,Tier Rate Card;Tier,Negotiable,CHF,CHF,Currency,Draft,UR-CPUTIME,Compute Time
QB-QTY-CMT;Tier Rate Card;UR-CPUTIME;EUR,Minutes,Time,2023-01-01T20:00:00.000+0000,,QB-QTY-CMT,Term Annual,,Tier Rate Card;Tier,Negotiable,EUR,EUR,Currency,Draft,UR-CPUTIME,Compute Time
QB-QTY-CMT;Tier Rate Card;UR-CPUTIME;GBP,Minutes,Time,2023-01-01T20:00:00.000+0000,,QB-QTY-CMT,Term Annual,,Tier Rate Card;Tier,Negotiable,GBP,GBP,Currency,Draft,UR-CPUTIME,Compute Time
QB-QTY-CMT;Tier Rate Card;UR-CPUTIME;JPY,Minutes,Time,2023-01-01T20:00:00.000+0000,,QB-QTY-CMT,Term Annual,,Tier Rate Card;Tier,Negotiable,JPY,JPY,Currency,Draft,UR-CPUTIME,Compute Time
QB-QTY-CMT;Tier Rate Card;UR-CPUTIME;USD,Minutes,Time,2023-01-01T20:00:00.000+0000,,QB-QTY-CMT,Term Annual,,Tier Rate Card;Tier,Negotiable,USD,USD,Currency,Draft,UR-CPUTIME,Compute Time
QB-QTY-CMT;Tier Rate Card;UR-DATASTORAGE;AUD,Terabyte,Data Volume,2023-01-01T20:00:00.000+0000,,QB-QTY-CMT,Term Annual,,Tier Rate Card;Tier,Negotiable,AUD,AUD,Currency,Draft,UR-DATASTORAGE,Data Storage
QB-QTY-CMT;Tier Rate Card;UR-DATASTORAGE;CAD,Terabyte,Data Volume,2023-01-01T20:00:00.000+0000,,QB-QTY-CMT,Term Annual,,Tier Rate Card;Tier,Negotiable,CAD,CAD,Currency,Draft,UR-DATASTORAGE,Data Storage
QB-QTY-CMT;Tier Rate Card;UR-DATASTORAGE;CHF,Terabyte,Data Volume,2023-01-01T20:00:00.000+0000,,QB-QTY-CMT,Term Annual,,Tier Rate Card;Tier,Negotiable,CHF,CHF,Currency,Draft,UR-DATASTORAGE,Data Storage
QB-QTY-CMT;Tier Rate Card;UR-DATASTORAGE;EUR,Terabyte,Data Volume,2023-01-01T20:00:00.000+0000,,QB-QTY-CMT,Term Annual,,Tier Rate Card;Tier,Negotiable,EUR,EUR,Currency,Draft,UR-DATASTORAGE,Data Storage
QB-QTY-CMT;Tier Rate Card;UR-DATASTORAGE;GBP,Terabyte,Data Volume,2023-01-01T20:00:00.000+0000,,QB-QTY-CMT,Term Annual,,Tier Rate Card;Tier,Negotiable,GBP,GBP,Currency,Draft,UR-DATASTORAGE,Data Storage
QB-QTY-CMT;Tier Rate Card;UR-DATASTORAGE;JPY,Terabyte,Data Volume,2023-01-01T20:00:00.000+0000,,QB-QTY-CMT,Term Annual,,Tier Rate Card;Tier,Negotiable,JPY,JPY,Currency,Draft,UR-DATASTORAGE,Data Storage
QB-QTY-CMT;Tier Rate Card;UR-DATASTORAGE;USD,Terabyte,Data Volume,2023-01-01T20:00:00.000+0000,,QB-QTY-CMT,Term Annual,,Tier Rate Card;Tier,Negotiable,USD,USD,Currency,Draft,UR-DATASTORAGE,Data Storage
QB-TOKENS-PACK;Base Rate Card;QB-TOKEN;AUD,Tokens,Tokens UoM Class,2023-01-01T20:00:00.000+0000,,QB-TOKENS-PACK,One-Time,0.4719,Base Rate Card;Base,Negotiable,AUD,AUD,Currency,Draft,QB-TOKEN,Quantum Tokens
QB-TOKENS-PACK;Base Rate Card;QB-TOKEN;CAD,Tokens,Tokens UoM Class,2023-01-01T20:00:00.000+0000,,QB-TOKENS-PACK,One-Time,0.465,Base Rate Card;Base,Negotiable,CAD,CAD,Currency,Draft,QB-TOKEN,Quantum Tokens
QB-TOKENS-PACK;Base Rate Card;QB-TOKEN;CHF,Tokens,Tokens UoM Class,2023-01-01T20:00:00.000+0000,,QB-TOKENS-PACK,One-Time,0.2685,Base Rate Card;Base,Negotiable,CHF,CHF,Currency,Draft,QB-TOKEN,Quantum Tokens
QB-TOKENS-PACK;Base Rate Card;QB-TOKEN;EUR,Tokens,Tokens UoM Class,2023-01-01T20:00:00.000+0000,,QB-TOKENS-PACK,One-Time,0.2892,Base Rate Card;Base,Negotiable,EUR,EUR,Currency,Draft,QB-TOKEN,Quantum Tokens
QB-TOKENS-PACK;Base Rate Card;QB-TOKEN;GBP,Tokens,Tokens UoM Class,2023-01-01T20:00:00.000+0000,,QB-TOKENS-PACK,One-Time,0.2467,Base Rate Card;Base,Negotiable,GBP,GBP,Currency,Draft,QB-TOKEN,Quantum Tokens
QB-TOKENS-PACK;Base Rate Card;QB-TOKEN;JPY,Tokens,Tokens UoM Class,2023-01-01T20:00:00.000+0000,,QB-TOKENS-PACK,One-Time,54,Base Rate Card;Base,Negotiable,JPY,JPY,Currency,Draft,QB-TOKEN,Quantum Tokens
QB-TOKENS-PACK;Base Rate Card;QB-TOKEN;USD,Tokens,Tokens UoM Class,2023-01-01T20:00:00.000+0000,,QB-TOKENS-PACK,One-Time,0.33,Base Rate Card;Base,Negotiable,USD,USD,Currency,Draft,QB-TOKEN,Quantum Tokens
