$$ChildProductClassification.Code$ChildProduct.StockKeepingUnit$ParentProduct.StockKeepingUnit$ProductComponentGroup.Code$ProductRelationshipType.Name,ChildProduct.StockKeepingUnit,ChildProductClassification.Code,ChildProductRole,ChildSellingModel.$$Name$SellingModelType,DoesBundlePriceIncludeChild,IsComponentRequired,IsDefaultComponent,IsQuantityEditable,MaxQuantity,MinQuantity,ParentProduct.StockKeepingUnit,ParentProductRole,ParentSellingModel.$$Name$SellingModelType,ProductComponentGroup.Code,ProductRelationshipType.Name,Quantity,QuantityScaleMethod,QuoteVisibility,Sequence,UnitOfMeasure.UnitCode
;PROD-1202444971;PROD-697645794;PCG-PROD-697645794-STD;Bundle to Bundle Component Relationship,PROD-1202444971,,BundleComponent,,true,false,true,false,,,PROD-697645794,Bundle,,PCG-PROD-697645794-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1223537488;PROD-683520187;PCG-PROD-683520187-STD;Bundle to Bundle Component Relationship,PROD-1223537488,,BundleComponent,,true,false,true,false,,,PROD-683520187,Bundle,,PCG-PROD-683520187-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1232611253;PROD-1078575407;PCG-PROD-1078575407-STD;Bundle to Bundle Component Relationship,PROD-1232611253,,BundleComponent,,true,false,true,false,,,PROD-1078575407,Bundle,,PCG-PROD-1078575407-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1234105735;PROD-544673184;PCG-PROD-544673184-STD;Bundle to Bundle Component Relationship,PROD-1234105735,,BundleComponent,,true,false,true,false,,,PROD-544673184,Bundle,,PCG-PROD-544673184-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1247640563;PROD-1878093187;PCG-PROD-1878093187-STD;Bundle to Bundle Component Relationship,PROD-1247640563,,BundleComponent,,true,false,true,false,,,PROD-1878093187,Bundle,,PCG-PROD-1878093187-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1249967782;PROD-416568204;PCG-PROD-416568204-STD;Bundle to Bundle Component Relationship,PROD-1249967782,,BundleComponent,,true,false,true,false,,,PROD-416568204,Bundle,,PCG-PROD-416568204-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1289692484;PROD-1202444971;PCG-PROD-1202444971-STD;Bundle to Bundle Component Relationship,PROD-1289692484,,BundleComponent,,true,false,true,false,,,PROD-1202444971,Bundle,,PCG-PROD-1202444971-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1298719794;PROD-1603627899;PCG-PROD-1603627899-STD;Bundle to Bundle Component Relationship,PROD-1298719794,,BundleComponent,,true,false,true,false,,,PROD-1603627899,Bundle,,PCG-PROD-1603627899-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1302496369;PROD-670848332;PCG-PROD-670848332-STD;Bundle to Bundle Component Relationship,PROD-1302496369,,BundleComponent,,true,false,true,false,,,PROD-670848332,Bundle,,PCG-PROD-670848332-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1310694555;PROD-990828007;PCG-PROD-990828007-STD;Bundle to Bundle Component Relationship,PROD-1310694555,,BundleComponent,,true,false,true,false,,,PROD-990828007,Bundle,,PCG-PROD-990828007-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1324161108;PROD-455868158;PCG-PROD-455868158-STD;Bundle to Bundle Component Relationship,PROD-1324161108,,BundleComponent,,true,false,true,false,,,PROD-455868158,Bundle,,PCG-PROD-455868158-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1361853679;PROD-518530525;PCG-PROD-518530525-STD;Bundle to Bundle Component Relationship,PROD-1361853679,,BundleComponent,,true,false,true,false,,,PROD-518530525,Bundle,,PCG-PROD-518530525-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1380327064;PROD-990828007;PCG-PROD-990828007-STD;Bundle to Bundle Component Relationship,PROD-1380327064,,BundleComponent,,true,false,true,false,,,PROD-990828007,Bundle,,PCG-PROD-990828007-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1427074895;PROD-159863330;PCG-PROD-159863330-STD;Bundle to Bundle Component Relationship,PROD-1427074895,,BundleComponent,,true,false,true,false,,,PROD-159863330,Bundle,,PCG-PROD-159863330-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1448587501;PROD-1202444971;PCG-PROD-1202444971-STD;Bundle to Bundle Component Relationship,PROD-1448587501,,BundleComponent,,true,false,true,false,,,PROD-1202444971,Bundle,,PCG-PROD-1202444971-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1472536093;PROD-356310368;PCG-PROD-356310368-STD;Bundle to Bundle Component Relationship,PROD-1472536093,,BundleComponent,,true,false,true,false,,,PROD-356310368,Bundle,,PCG-PROD-356310368-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-148835828;PROD-455868158;PCG-PROD-455868158-STD;Bundle to Bundle Component Relationship,PROD-148835828,,BundleComponent,,true,false,true,false,,,PROD-455868158,Bundle,,PCG-PROD-455868158-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1491788725;PROD-518530525;PCG-PROD-518530525-STD;Bundle to Bundle Component Relationship,PROD-1491788725,,BundleComponent,,true,false,true,false,,,PROD-518530525,Bundle,,PCG-PROD-518530525-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1511371870;PROD-2063526037;PCG-PROD-2063526037-STD;Bundle to Bundle Component Relationship,PROD-1511371870,,BundleComponent,,true,false,true,false,,,PROD-2063526037,Bundle,,PCG-PROD-2063526037-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1514472773;PROD-1232611253;PCG-PROD-1232611253-STD;Bundle to Bundle Component Relationship,PROD-1514472773,,BundleComponent,,true,false,true,false,,,PROD-1232611253,Bundle,,PCG-PROD-1232611253-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1517433427;PROD-148835828;PCG-PROD-148835828-STD;Bundle to Bundle Component Relationship,PROD-1517433427,,BundleComponent,,true,false,true,false,,,PROD-148835828,Bundle,,PCG-PROD-148835828-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1533783581;PROD-1563124993;PCG-PROD-1563124993-STD;Bundle to Bundle Component Relationship,PROD-1533783581,,BundleComponent,,true,false,true,false,,,PROD-1563124993,Bundle,,PCG-PROD-1563124993-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1536519560;PROD-799314932;PCG-PROD-799314932-STD;Bundle to Bundle Component Relationship,PROD-1536519560,,BundleComponent,,true,false,true,false,,,PROD-799314932,Bundle,,PCG-PROD-799314932-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1547313492;PROD-1298719794;PCG-PROD-1298719794-STD;Bundle to Bundle Component Relationship,PROD-1547313492,,BundleComponent,,true,false,true,false,,,PROD-1298719794,Bundle,,PCG-PROD-1298719794-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1559036382;PROD-630065671;PCG-PROD-630065671-STD;Bundle to Bundle Component Relationship,PROD-1559036382,,BundleComponent,,true,false,true,false,,,PROD-630065671,Bundle,,PCG-PROD-630065671-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1563124993;PROD-2003786421;PCG-PROD-2003786421-STD;Bundle to Bundle Component Relationship,PROD-1563124993,,BundleComponent,,true,false,true,false,,,PROD-2003786421,Bundle,,PCG-PROD-2003786421-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1563341377;PROD-322363365;PCG-PROD-322363365-STD;Bundle to Bundle Component Relationship,PROD-1563341377,,BundleComponent,,true,false,true,false,,,PROD-322363365,Bundle,,PCG-PROD-322363365-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1574258426;PROD-755090702;PCG-PROD-755090702-STD;Bundle to Bundle Component Relationship,PROD-1574258426,,BundleComponent,,true,false,true,false,,,PROD-755090702,Bundle,,PCG-PROD-755090702-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1576658789;PROD-683520187;PCG-PROD-683520187-STD;Bundle to Bundle Component Relationship,PROD-1576658789,,BundleComponent,,true,false,true,false,,,PROD-683520187,Bundle,,PCG-PROD-683520187-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1593141905;PROD-1563341377;PCG-PROD-1563341377-STD;Bundle to Bundle Component Relationship,PROD-1593141905,,BundleComponent,,true,false,true,false,,,PROD-1563341377,Bundle,,PCG-PROD-1563341377-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-159863330;PROD-1234105735;PCG-PROD-1234105735-STD;Bundle to Bundle Component Relationship,PROD-159863330,,BundleComponent,,true,false,true,false,,,PROD-1234105735,Bundle,,PCG-PROD-1234105735-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1603627899;PROD-2003786421;PCG-PROD-2003786421-STD;Bundle to Bundle Component Relationship,PROD-1603627899,,BundleComponent,,true,false,true,false,,,PROD-2003786421,Bundle,,PCG-PROD-2003786421-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1607828377;PROD-1878093187;PCG-PROD-1878093187-STD;Bundle to Bundle Component Relationship,PROD-1607828377,,BundleComponent,,true,false,true,false,,,PROD-1878093187,Bundle,,PCG-PROD-1878093187-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1609709205;PROD-1603627899;PCG-PROD-1603627899-STD;Bundle to Bundle Component Relationship,PROD-1609709205,,BundleComponent,,true,false,true,false,,,PROD-1603627899,Bundle,,PCG-PROD-1603627899-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1673140239;PROD-2004313496;PCG-PROD-2004313496-STD;Bundle to Bundle Component Relationship,PROD-1673140239,,BundleComponent,,true,false,true,false,,,PROD-2004313496,Bundle,,PCG-PROD-2004313496-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1704766065;PROD-462218852;PCG-PROD-462218852-STD;Bundle to Bundle Component Relationship,PROD-1704766065,,BundleComponent,,true,false,true,false,,,PROD-462218852,Bundle,,PCG-PROD-462218852-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1744092313;PROD-455868158;PCG-PROD-455868158-STD;Bundle to Bundle Component Relationship,PROD-1744092313,,BundleComponent,,true,false,true,false,,,PROD-455868158,Bundle,,PCG-PROD-455868158-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1766568232;PROD-1160394163;PCG-PROD-1160394163-STD;Bundle to Bundle Component Relationship,PROD-1766568232,,BundleComponent,,true,false,true,false,,,PROD-1160394163,Bundle,,PCG-PROD-1160394163-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1768772247;PROD-1046989797;PCG-PROD-1046989797-STD;Bundle to Bundle Component Relationship,PROD-1768772247,,BundleComponent,,true,false,true,false,,,PROD-1046989797,Bundle,,PCG-PROD-1046989797-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1776230868;PROD-1563124993;PCG-PROD-1563124993-STD;Bundle to Bundle Component Relationship,PROD-1776230868,,BundleComponent,,true,false,true,false,,,PROD-1563124993,Bundle,,PCG-PROD-1563124993-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1795624702;PROD-2004313496;PCG-PROD-2004313496-STD;Bundle to Bundle Component Relationship,PROD-1795624702,,BundleComponent,,true,false,true,false,,,PROD-2004313496,Bundle,,PCG-PROD-2004313496-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1803530052;PROD-1559036382;PCG-PROD-1559036382-STD;Bundle to Bundle Component Relationship,PROD-1803530052,,BundleComponent,,true,false,true,false,,,PROD-1559036382,Bundle,,PCG-PROD-1559036382-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1809409779;PROD-1941355444;PCG-PROD-1941355444-STD;Bundle to Bundle Component Relationship,PROD-1809409779,,BundleComponent,,true,false,true,false,,,PROD-1941355444,Bundle,,PCG-PROD-1941355444-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-186801522;PROD-828674135;PCG-PROD-828674135-STD;Bundle to Bundle Component Relationship,PROD-186801522,,BundleComponent,,true,false,true,false,,,PROD-828674135,Bundle,,PCG-PROD-828674135-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1878093187;PROD-148835828;PCG-PROD-148835828-STD;Bundle to Bundle Component Relationship,PROD-1878093187,,BundleComponent,,true,false,true,false,,,PROD-148835828,Bundle,,PCG-PROD-148835828-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-188088183;PROD-1803530052;PCG-PROD-1803530052-STD;Bundle to Bundle Component Relationship,PROD-188088183,,BundleComponent,,true,false,true,false,,,PROD-1803530052,Bundle,,PCG-PROD-1803530052-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1897393325;PROD-455868158;PCG-PROD-455868158-STD;Bundle to Bundle Component Relationship,PROD-1897393325,,BundleComponent,,true,false,true,false,,,PROD-455868158,Bundle,,PCG-PROD-455868158-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1917148511;PROD-1054187061;PCG-PROD-1054187061-STD;Bundle to Bundle Component Relationship,PROD-1917148511,,BundleComponent,,true,false,true,false,,,PROD-1054187061,Bundle,,PCG-PROD-1054187061-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-192607526;PROD-1000281857;PCG-PROD-1000281857-STD;Bundle to Bundle Component Relationship,PROD-192607526,,BundleComponent,,true,false,true,false,,,PROD-1000281857,Bundle,,PCG-PROD-1000281857-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1939884557;PROD-1744092313;PCG-PROD-1744092313-STD;Bundle to Bundle Component Relationship,PROD-1939884557,,BundleComponent,,true,false,true,false,,,PROD-1744092313,Bundle,,PCG-PROD-1744092313-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1941355444;PROD-455868158;PCG-PROD-455868158-STD;Bundle to Bundle Component Relationship,PROD-1941355444,,BundleComponent,,true,false,true,false,,,PROD-455868158,Bundle,,PCG-PROD-455868158-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1956857281;PROD-384361183;PCG-PROD-384361183-STD;Bundle to Bundle Component Relationship,PROD-1956857281,,BundleComponent,,true,false,true,false,,,PROD-384361183,Bundle,,PCG-PROD-384361183-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-1977133047;PROD-1128940216;PCG-PROD-1128940216-STD;Bundle to Bundle Component Relationship,PROD-1977133047,,BundleComponent,,true,false,true,false,,,PROD-1128940216,Bundle,,PCG-PROD-1128940216-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-2001013682;PROD-950775878;PCG-PROD-950775878-STD;Bundle to Bundle Component Relationship,PROD-2001013682,,BundleComponent,,true,false,true,false,,,PROD-950775878,Bundle,,PCG-PROD-950775878-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-2003786421;PROD-455868158;PCG-PROD-455868158-STD;Bundle to Bundle Component Relationship,PROD-2003786421,,BundleComponent,,true,false,true,false,,,PROD-455868158,Bundle,,PCG-PROD-455868158-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-2004313496;PROD-1128940216;PCG-PROD-1128940216-STD;Bundle to Bundle Component Relationship,PROD-2004313496,,BundleComponent,,true,false,true,false,,,PROD-1128940216,Bundle,,PCG-PROD-1128940216-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-2006854732;PROD-597705628;PCG-PROD-597705628-STD;Bundle to Bundle Component Relationship,PROD-2006854732,,BundleComponent,,true,false,true,false,,,PROD-597705628,Bundle,,PCG-PROD-597705628-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-2035320005;PROD-1533783581;PCG-PROD-1533783581-STD;Bundle to Bundle Component Relationship,PROD-2035320005,,BundleComponent,,true,false,true,false,,,PROD-1533783581,Bundle,,PCG-PROD-1533783581-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-204534203;PROD-1324161108;PCG-PROD-1324161108-STD;Bundle to Bundle Component Relationship,PROD-204534203,,BundleComponent,,true,false,true,false,,,PROD-1324161108,Bundle,,PCG-PROD-1324161108-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-2058355083;PROD-1517433427;PCG-PROD-1517433427-STD;Bundle to Bundle Component Relationship,PROD-2058355083,,BundleComponent,,true,false,true,false,,,PROD-1517433427,Bundle,,PCG-PROD-1517433427-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-2059567741;PROD-1078575407;PCG-PROD-1078575407-STD;Bundle to Bundle Component Relationship,PROD-2059567741,,BundleComponent,,true,false,true,false,,,PROD-1078575407,Bundle,,PCG-PROD-1078575407-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-2063526037;PROD-1609709205;PCG-PROD-1609709205-STD;Bundle to Bundle Component Relationship,PROD-2063526037,,BundleComponent,,true,false,true,false,,,PROD-1609709205,Bundle,,PCG-PROD-1609709205-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-2108848830;PROD-1878093187;PCG-PROD-1878093187-STD;Bundle to Bundle Component Relationship,PROD-2108848830,,BundleComponent,,true,false,true,false,,,PROD-1878093187,Bundle,,PCG-PROD-1878093187-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-2115474628;PROD-1977133047;PCG-PROD-1977133047-STD;Bundle to Bundle Component Relationship,PROD-2115474628,,BundleComponent,,true,false,true,false,,,PROD-1977133047,Bundle,,PCG-PROD-1977133047-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-2116311267;PROD-455868158;PCG-PROD-455868158-STD;Bundle to Bundle Component Relationship,PROD-2116311267,,BundleComponent,,true,false,true,false,,,PROD-455868158,Bundle,,PCG-PROD-455868158-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-217263495;PROD-1223537488;PCG-PROD-1223537488-STD;Bundle to Bundle Component Relationship,PROD-217263495,,BundleComponent,,true,false,true,false,,,PROD-1223537488,Bundle,,PCG-PROD-1223537488-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-217937560;PROD-1744092313;PCG-PROD-1744092313-STD;Bundle to Bundle Component Relationship,PROD-217937560,,BundleComponent,,true,false,true,false,,,PROD-1744092313,Bundle,,PCG-PROD-1744092313-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-275930088;PROD-1576658789;PCG-PROD-1576658789-STD;Bundle to Bundle Component Relationship,PROD-275930088,,BundleComponent,,true,false,true,false,,,PROD-1576658789,Bundle,,PCG-PROD-1576658789-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-279707357;PROD-86201530;PCG-PROD-86201530-STD;Bundle to Bundle Component Relationship,PROD-279707357,,BundleComponent,,true,false,true,false,,,PROD-86201530,Bundle,,PCG-PROD-86201530-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-293991009;PROD-689623762;PCG-PROD-689623762-STD;Bundle to Bundle Component Relationship,PROD-293991009,,BundleComponent,,true,false,true,false,,,PROD-689623762,Bundle,,PCG-PROD-689623762-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-310172567;PROD-630070740;PCG-PROD-630070740-STD;Bundle to Bundle Component Relationship,PROD-310172567,,BundleComponent,,true,false,true,false,,,PROD-630070740,Bundle,,PCG-PROD-630070740-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-322363365;PROD-789058761;PCG-PROD-789058761-STD;Bundle to Bundle Component Relationship,PROD-322363365,,BundleComponent,,true,false,true,false,,,PROD-789058761,Bundle,,PCG-PROD-789058761-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-337489460;PROD-1536519560;PCG-PROD-1536519560-STD;Bundle to Bundle Component Relationship,PROD-337489460,,BundleComponent,,true,false,true,false,,,PROD-1536519560,Bundle,,PCG-PROD-1536519560-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-356310368;PROD-1008704562;PCG-PROD-1008704562-STD;Bundle to Bundle Component Relationship,PROD-356310368,,BundleComponent,,true,false,true,false,,,PROD-1008704562,Bundle,,PCG-PROD-1008704562-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-362281425;PROD-77740090;PCG-PROD-77740090-STD;Bundle to Bundle Component Relationship,PROD-362281425,,BundleComponent,,true,false,true,false,,,PROD-77740090,Bundle,,PCG-PROD-77740090-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-384361183;PROD-1472536093;PCG-PROD-1472536093-STD;Bundle to Bundle Component Relationship,PROD-384361183,,BundleComponent,,true,false,true,false,,,PROD-1472536093,Bundle,,PCG-PROD-1472536093-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-384933134;PROD-950775878;PCG-PROD-950775878-STD;Bundle to Bundle Component Relationship,PROD-384933134,,BundleComponent,,true,false,true,false,,,PROD-950775878,Bundle,,PCG-PROD-950775878-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-387008033;PROD-1776230868;PCG-PROD-1776230868-STD;Bundle to Bundle Component Relationship,PROD-387008033,,BundleComponent,,true,false,true,false,,,PROD-1776230868,Bundle,,PCG-PROD-1776230868-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-398656864;PROD-1803530052;PCG-PROD-1803530052-STD;Bundle to Bundle Component Relationship,PROD-398656864,,BundleComponent,,true,false,true,false,,,PROD-1803530052,Bundle,,PCG-PROD-1803530052-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-406950016;PROD-545409999;PCG-PROD-545409999-STD;Bundle to Bundle Component Relationship,PROD-406950016,,BundleComponent,,true,false,true,false,,,PROD-545409999,Bundle,,PCG-PROD-545409999-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-409095263;PROD-1563341377;PCG-PROD-1563341377-STD;Bundle to Bundle Component Relationship,PROD-409095263,,BundleComponent,,true,false,true,false,,,PROD-1563341377,Bundle,,PCG-PROD-1563341377-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-410431707;PROD-1547313492;PCG-PROD-1547313492-STD;Bundle to Bundle Component Relationship,PROD-410431707,,BundleComponent,,true,false,true,false,,,PROD-1547313492,Bundle,,PCG-PROD-1547313492-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-416568204;PROD-86201530;PCG-PROD-86201530-STD;Bundle to Bundle Component Relationship,PROD-416568204,,BundleComponent,,true,false,true,false,,,PROD-86201530,Bundle,,PCG-PROD-86201530-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-44164144;PROD-1939884557;PCG-PROD-1939884557-STD;Bundle to Bundle Component Relationship,PROD-44164144,,BundleComponent,,true,false,true,false,,,PROD-1939884557,Bundle,,PCG-PROD-1939884557-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-448734868;PROD-2035320005;PCG-PROD-2035320005-STD;Bundle to Bundle Component Relationship,PROD-448734868,,BundleComponent,,true,false,true,false,,,PROD-2035320005,Bundle,,PCG-PROD-2035320005-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-460189389;PROD-2059567741;PCG-PROD-2059567741-STD;Bundle to Bundle Component Relationship,PROD-460189389,,BundleComponent,,true,false,true,false,,,PROD-2059567741,Bundle,,PCG-PROD-2059567741-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-462218852;PROD-799314932;PCG-PROD-799314932-STD;Bundle to Bundle Component Relationship,PROD-462218852,,BundleComponent,,true,false,true,false,,,PROD-799314932,Bundle,,PCG-PROD-799314932-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-490571009;PROD-1897393325;PCG-PROD-1897393325-STD;Bundle to Bundle Component Relationship,PROD-490571009,,BundleComponent,,true,false,true,false,,,PROD-1897393325,Bundle,,PCG-PROD-1897393325-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-498531761;PROD-1559036382;PCG-PROD-1559036382-STD;Bundle to Bundle Component Relationship,PROD-498531761,,BundleComponent,,true,false,true,false,,,PROD-1559036382,Bundle,,PCG-PROD-1559036382-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-518530525;PROD-2116311267;PCG-PROD-2116311267-STD;Bundle to Bundle Component Relationship,PROD-518530525,,BundleComponent,,true,false,true,false,,,PROD-2116311267,Bundle,,PCG-PROD-2116311267-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-518677116;PROD-1234105735;PCG-PROD-1234105735-STD;Bundle to Bundle Component Relationship,PROD-518677116,,BundleComponent,,true,false,true,false,,,PROD-1234105735,Bundle,,PCG-PROD-1234105735-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-522303157;PROD-1897393325;PCG-PROD-1897393325-STD;Bundle to Bundle Component Relationship,PROD-522303157,,BundleComponent,,true,false,true,false,,,PROD-1897393325,Bundle,,PCG-PROD-1897393325-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-536938805;PROD-860612882;PCG-PROD-860612882-STD;Bundle to Bundle Component Relationship,PROD-536938805,,BundleComponent,,true,false,true,false,,,PROD-860612882,Bundle,,PCG-PROD-860612882-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-544673184;PROD-455868158;PCG-PROD-455868158-STD;Bundle to Bundle Component Relationship,PROD-544673184,,BundleComponent,,true,false,true,false,,,PROD-455868158,Bundle,,PCG-PROD-455868158-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-545409999;PROD-518677116;PCG-PROD-518677116-STD;Bundle to Bundle Component Relationship,PROD-545409999,,BundleComponent,,true,false,true,false,,,PROD-518677116,Bundle,,PCG-PROD-518677116-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-550606303;PROD-387008033;PCG-PROD-387008033-STD;Bundle to Bundle Component Relationship,PROD-550606303,,BundleComponent,,true,false,true,false,,,PROD-387008033,Bundle,,PCG-PROD-387008033-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-557364787;PROD-1517433427;PCG-PROD-1517433427-STD;Bundle to Bundle Component Relationship,PROD-557364787,,BundleComponent,,true,false,true,false,,,PROD-1517433427,Bundle,,PCG-PROD-1517433427-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-597705628;PROD-1128940216;PCG-PROD-1128940216-STD;Bundle to Bundle Component Relationship,PROD-597705628,,BundleComponent,,true,false,true,false,,,PROD-1128940216,Bundle,,PCG-PROD-1128940216-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-604480020;PROD-1559036382;PCG-PROD-1559036382-STD;Bundle to Bundle Component Relationship,PROD-604480020,,BundleComponent,,true,false,true,false,,,PROD-1559036382,Bundle,,PCG-PROD-1559036382-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-617615202;PROD-1167731127;PCG-PROD-1167731127-STD;Bundle to Bundle Component Relationship,PROD-617615202,,BundleComponent,,true,false,true,false,,,PROD-1167731127,Bundle,,PCG-PROD-1167731127-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
;PROD-630065671;PROD-789058761;PCG-PROD-789058761-STD;Bundle to Bundle Component Relationship,PROD-630065671,,BundleComponent,,true,false,true,false,,,PROD-789058761,Bundle,,PCG-PROD-789058761-STD,Bundle to Bundle Component Relationship,1,Proportional,Always,,
